# Las Cruces (Up to date)
# 1785 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (61.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
1.5513,137.77,183.48,127.78,186.73,131.38,22.543,7.3424e-4,22.543,0.0018661,34.705,30.542,33,-107,9.7909,0.25385,3.0999e-7,6.0339,0.0079689,31707,7664.6,29.851,0.1171,258.92,206.06,3.4689,0.53355,32943299,4572.7,104.25,0.33902,0.33909,0.23264,0.027527,0.078849,0.04086,0.13868,-3.6217e-4,0,0,0,0,0.0027843,0.023006,15.24,182.41,77.636,0.004139,NaN,33.687,843.06,351.71,0.05,0.14193
1.6013,147.1,189.89,128.67,193.31,132.01,24.316,8.4199e-4,24.316,0.001984,36.206,29.494,33,-107,9.7909,0.028306,0,-6.3131,0.060534,31584,7542.2,29.753,0.11696,260.23,205.74,3.5755,0.55222,34073810,4583.2,111.63,0.33931,0.33931,0.23101,0.028131,0.080173,0.0045179,0.01909,-3.7529e-4,0,0,0,0,-0.0028462,0.023819,15.24,182.41,77.947,0.0045607,NaN,33.598,842.2,351.66,0.05,0.14279
1.6513,156.76,196.35,129.57,199.93,132.62,26.163,9.6382e-4,26.163,0.0021107,37.651,28.305,33,-107,9.7909,0.35025,0,-5.7366,0.0036517,31462,7419.7,29.653,0.11681,259.19,205.42,3.5288,0.57112,35216419,4593.7,119.47,0.33974,0.33986,0.22939,0.028787,0.081559,0.057211,0.20359,9.992e-5,0,0,0,0,-0.0021979,0.024636,15.24,182.41,78.252,0.0047025,NaN,33.506,841.31,351.6,0.05,0.14357
1.7013,166.74,202.85,130.4,206.57,133.24,28.081,0.0011002,28.081,0.0022448,39.042,27.363,33,-107,9.7908,0.55246,3.2776e-7,-4.2995,0.001199,31339,7297.3,29.553,0.11666,258.73,205.09,3.5192,0.59001,36355806,4604.2,127.63,0.34029,0.3406,0.22781,0.029492,0.082991,0.091716,0.32405,-9.9299e-6,0,0,0,0,-0.0011572,0.025456,15.24,182.41,78.506,0.004857,NaN,33.411,840.39,351.55,0.05,0.14435
1.7513,177.05,209.39,131.19,213.25,133.85,30.067,0.0012511,30.067,0.0023841,40.389,26.566,33,-107,9.7908,0.75466,0,-2.0459,0.0018565,31217,7174.8,29.453,0.11652,258.3,204.77,3.5129,0.60923,37512960,4614.7,136.31,0.34098,0.34157,0.22622,0.030264,0.084496,0.12734,0.44807,-1.9485e-4,0,0,0,0,-2.4584e-4,0.02628,15.24,182.41,78.668,0.0047454,NaN,33.312,839.44,351.49,0.05,0.14515
1.8013,187.68,215.97,131.82,219.96,134.47,32.119,0.0014163,32.119,0.0025264,41.713,26.528,33,-107,9.7908,0.73761,3.2316e-7,0.72973,0.0016257,31094,7052.3,29.352,0.11637,258.8,204.44,3.5669,0.62836,38661766,4625.2,145.18,0.34181,0.34237,0.22468,0.031093,0.086041,0.12503,0.44585,3.9636e-4,0,0,0,0,2.941e-5,0.027107,15.24,182.41,78.702,0.0043032,NaN,33.211,838.46,351.42,0.05,0.14593
1.8513,198.64,222.57,132.36,226.7,135.08,34.238,0.0015948,34.238,0.0026688,43.048,26.966,33,-107,9.7907,0.66946,0,3.5841,-2.1237e-4,30972,6929.9,29.25,0.11622,259.53,204.11,3.6368,0.64779,39826735,4635.7,154.51,0.3428,0.34326,0.22313,0.032006,0.08766,0.11372,0.41272,2.2189e-4,0,0,0,0,6.6779e-4,0.027938,15.24,182.41,78.594,0.0041563,NaN,33.106,837.45,351.36,0.05,0.14674
1.9013,209.94,229.2,132.69,233.47,135.69,36.425,0.0017866,36.425,0.0028103,44.429,28.376,33,-107,9.7907,0.36397,-3.8973e-7,5.8469,-0.0010686,30850,6807.4,29.147,0.11607,261.28,203.77,3.7732,0.66704,40977753,4646.2,164,0.34393,0.34407,0.22162,0.032989,0.089313,0.061181,0.22954,-1.8973e-4,0,0,0,0,0.0016767,0.028773,15.24,182.41,78.354,0.0044246,NaN,32.999,836.4,351.3,0.05,0.14752
1.9513,221.56,235.84,132.93,240.27,136.31,38.682,0.0019924,38.682,0.0029511,45.892,30.179,33,-107,9.7907,0.015546,-7.0844e-7,6.7238,0.0033419,30727,6685,29.044,0.11593,263.28,203.44,3.9267,0.68644,42134337,4656.7,174.03,0.34522,0.34522,0.22013,0.034069,0.091027,0.0025806,0.0082373,3.6298e-4,0,0,0,0,0.0020946,0.029613,15.24,182.41,78.033,0.0048299,NaN,32.888,835.33,351.23,0.05,0.14834
2.0013,233.52,242.5,133.18,247.09,136.91,41.015,0.0022139,41.015,0.0030927,47.44,31.715,33,-107,9.7906,0.19322,-6.1416e-7,-6.2329,1.3789e-4,30605,6562.5,28.94,0.11578,263.04,203.1,3.9334,0.70626,43314242,4667.2,184.8,0.34672,0.34676,0.21861,0.035279,0.092829,0.032617,0.12952,-3.1242e-4,0,0,0,0,-0.001701,0.030457,15.24,182.41,77.704,0.0055289,NaN,32.774,834.23,351.16,0.05,0.14912
2.0513,245.81,249.16,133.43,253.95,137.5,43.428,0.0024533,43.428,0.0032367,49.064,33.188,33,-107,9.7906,0.39461,-1.0254e-6,-4.5403,6.6418e-4,30482,6440.1,28.835,0.11563,262.75,202.76,3.9363,0.72602,44487347,4677.6,196.04,0.34841,0.34858,0.21712,0.036611,0.094676,0.067841,0.26741,-9.6992e-5,0,0,0,0,-8.5445e-4,0.031304,15.24,182.41,77.43,0.0062132,NaN,32.657,833.09,351.09,0.05,0.14991
2.1013,258.44,255.84,133.75,260.83,138.07,45.923,0.0027128,45.923,0.0033847,50.755,34.296,33,-107,9.7906,0.54488,-8.8863e-7,-1.6303,-0.001665,30360,6317.6,28.73,0.11549,262.7,202.41,3.9559,0.74566,4.565e7,4688.1,207.71,0.3503,0.35062,0.21566,0.03808,0.096564,0.09515,0.37645,-3.918e-4,0,0,0,0,-1.0449e-4,0.032156,15.24,182.41,77.271,0.0064583,NaN,32.537,831.93,351.02,0.05,0.15069
2.1513,271.4,262.54,134.21,267.74,138.54,48.504,0.0029936,48.504,0.0035362,52.476,34.346,33,-107,9.7905,0.50196,-1.9345e-6,1.8517,3.1833e-4,30237,6195.2,28.624,0.11534,263.49,202.07,4.0305,0.76546,46819021,4696.3,219.87,0.35245,0.35272,0.2142,0.039735,0.098517,0.088169,0.35562,4.5564e-4,0,0,0,0,1.2797e-4,0.033012,15.24,182.41,77.277,0.0063535,NaN,32.413,830.73,350.94,0.05,0.15147
2.2013,284.69,269.27,134.43,274.67,138.53,51.17,0.0032949,51.17,0.0036893,54.178,33.423,33,-107,9.7905,0.34416,-6.66e-7,4.8998,-4.2179e-4,30114,6072.2,28.516,0.11519,264.79,201.71,4.1389,0.78521,47981371,4691.1,232.51,0.35486,0.35499,0.21275,0.041597,0.10052,0.06047,0.24983,3.2112e-4,0,0,0,0,8.5186e-4,0.03387,15.24,182.41,77.45,0.0061956,NaN,32.286,829.51,350.86,0.05,0.15225
2.2513,298.33,276.02,134.8,281.6,138.4,53.92,0.0036163,53.92,0.0038427,55.802,31.35,33,-107,9.7904,0.011651,0,-6.1541,-0.058176,29990,5948.3,28.407,0.11504,266.9,201.36,4.3005,0.80527,4.916e7,4683.6,245.99,0.35765,0.35765,0.21129,0.043756,0.1026,0.0020305,0.0098743,-4.8872e-4,0,0,0,0,-0.0012782,0.034728,15.24,182.41,77.736,0.0057818,NaN,32.156,828.25,350.79,0.05,0.15323
2.3013,312.3,282.78,135.08,288.54,138.27,56.749,0.0039557,56.749,0.0039938,57.327,29.527,33,-107,9.7904,0.26693,0,-4.929,-0.0030934,29866,5823.9,28.297,0.11489,266.49,200.99,4.2976,0.8251,5.032e7,4676.1,260.17,0.36079,0.36087,0.20986,0.046222,0.10471,0.047605,0.20521,-3.0046e-4,0,0,0,0,-7.814e-4,0.035584,15.24,182.41,78.022,0.0051054,NaN,32.023,826.96,350.7,0.05,0.15401
2.3513,326.6,289.56,135.17,295.46,138.12,59.652,0.0043102,59.652,0.0041399,58.774,28.395,33,-107,9.7904,0.39612,1.1798e-6,-1.8641,-0.0041346,29742,5699.4,28.186,0.11474,266.67,200.63,4.3334,0.84492,51475103,4668.6,275.19,0.36442,0.3646,0.20844,0.049116,0.10687,0.071842,0.3114,-4.6581e-4,0,0,0,0,-1.0664e-4,0.036439,15.24,182.41,78.197,0.004953,NaN,31.887,825.64,350.62,0.05,0.1548
2.4012,341.25,296.33,135.04,302.38,137.95,62.626,0.0046785,62.626,0.0042803,60.186,28.179,33,-107,9.7903,0.41328,1.197e-6,2.1738,-0.0026139,29617,5575,28.075,0.11459,267.37,200.26,4.4032,0.86496,52640982,4661.2,291.35,0.36874,0.36894,0.20701,0.052628,0.10911,0.07584,0.33422,1.0611e-4,0,0,0,0,1.3843e-4,0.037292,15.24,182.41,78.191,0.0056676,NaN,31.747,824.29,350.54,0.048727,0.15558
2.45,355.85,302.92,134.55,309.11,137.76,65.592,0.0050532,65.592,0.0044141,61.591,29.564,33,-107,9.7903,0.20632,1.204e-6,5.3943,-0.0065794,29494,5452.2,27.963,0.11445,269.01,199.9,4.5353,0.88435,53763969,4653.8,308.05,0.37375,0.3738,0.20563,0.0568,0.11132,0.037895,0.17143,-2.7854e-4,0,0,0,0,8.1586e-4,0.038123,15.24,182.41,77.999,0.0069456,NaN,31.608,822.94,350.45,0.05,0.15635
2.5,371.17,309.64,133.86,316.01,137.54,68.71,0.0054589,68.71,0.0045521,63.122,31.585,33,-107,9.7902,0.052855,1.5569e-6,-6.2386,-0.024043,29371,5329.3,27.851,0.1143,270.51,199.53,4.6574,0.90436,5.492e7,4646.4,325.83,0.37873,0.37873,0.20429,0.060772,0.11366,0.0097545,0.046607,-3.3161e-4,0,0,0,0,-0.001044,0.038976,15.24,182.41,77.697,0.0082313,NaN,31.462,821.53,350.36,0.05,0.15722
2.55,386.81,316.34,133.3,322.9,137.46,71.906,0.0058914,71.906,0.0046943,64.757,33.554,33,-107,9.7902,0.28278,6.883e-7,-4.0592,-0.0024969,29247,5204.9,27.737,0.11415,270.37,199.15,4.6734,0.92429,56066412,4638.9,340.09,0.37902,0.37912,0.20329,0.059696,0.11604,0.053459,0.25019,-8.0115e-5,0,0,0,0,-4.2336e-4,0.039828,15.24,182.41,77.428,0.0090158,NaN,31.313,820.08,350.27,0.05,0.15939
2.6,402.8,323.01,132.94,329.78,137.37,75.187,0.0063543,75.187,0.0048423,66.472,34.586,33,-107,9.7901,0.40358,6.9212e-7,0.66185,-0.0047665,29123,5080.5,27.622,0.114,270.69,198.77,4.7193,0.94393,57191047,4632.4,354.51,0.37942,0.37961,0.20234,0.058642,0.11843,0.0777,0.36699,-3.5667e-5,0,0,0,0,1.0797e-5,0.04068,15.24,182.41,77.337,0.0087314,NaN,31.16,818.61,350.18,0.036921,0.16026
2.6369,414.81,327.93,133.21,334.85,137.35,77.664,0.006715,77.664,0.0049539,67.735,33.482,33,-107,9.7901,0.24893,0,4.0797,-0.0045244,29014,4972.3,27.522,0.11387,271.94,198.44,4.8229,0.95873,58037269,4625.9,365.46,0.37979,0.37986,0.20166,0.057851,0.12027,0.048011,0.23157,2.0469e-4,0,0,0,0,3.9783e-4,0.041308,15.24,182.41,77.428,0.0078777,NaN,31.046,817.5,350.11,0.05,0.16109
2.6869,431.38,334.61,133.48,341.72,137.04,81.092,0.0072243,81.092,0.0051043,69.351,31.027,33,-107,9.79,0.02996,7.1498e-7,-5.6338,-0.038182,28906,4864.1,27.42,0.11374,273.63,198.1,4.956,0.97861,59168984,4618.4,380.56,0.38038,0.38038,0.2008,0.056795,0.12279,0.0057869,0.029104,-3.8178e-4,0,0,0,0,-7.2856e-4,0.042158,15.24,182.41,77.687,0.0071583,NaN,30.888,815.97,350.02,0.05,0.16199
2.7369,448.28,341.31,133.78,348.59,136.85,84.597,0.0077541,84.597,0.0052517,70.847,28.825,33,-107,9.79,0.25469,4.6772e-7,-3.1867,-0.0027924,28782,4739.7,27.303,0.11359,273.39,197.71,4.9659,0.99844,60293568,4611.1,396.18,0.38108,0.38115,0.19998,0.055747,0.12535,0.050267,0.24983,-3.8231e-4,0,0,0,0,-2.2406e-4,0.043006,15.24,182.41,77.922,0.0066742,NaN,30.727,814.41,349.92,0.048165,0.16284
2.7851,464.87,347.75,132.83,355.17,135.85,88.043,0.0082804,88.043,0.0053886,72.221,28.494,33,-107,9.7899,0.24345,-1.7656e-6,1.2168,8.1086e-4,28660,4617.6,27.187,0.11345,274.05,197.33,5.0343,1.0173,6.136e7,4603.9,435.41,0.40418,0.40425,0.19926,0.081501,0.12341,0.048477,0.24356,3.062e-4,0,0,0,0,3.1483e-5,0.043819,15.24,182.41,77.968,0.0066314,NaN,30.569,812.88,349.82,0.047474,0.16369
2.8325,481.53,354.04,131.67,361.61,134.97,91.504,0.0088142,91.504,0.0055191,73.603,29.663,33,-107,9.7899,0.099977,-2.8299e-6,4.1307,6.5878e-4,28541,4498.6,27.073,0.1133,275.18,196.95,5.1332,1.036,62409062,4596.6,471.11,0.42257,0.42259,0.1986,0.10279,0.12119,0.019937,0.10202,-4.3417e-4,0,0,0,0,3.5004e-4,0.044614,15.24,182.41,77.833,0.0076046,NaN,30.41,811.34,349.73,0.05,0.16451
2.8825,499.4,360.61,130.22,368.36,134,95.222,0.0093973,95.222,0.0056544,75.138,31.596,33,-107,9.7898,0.10608,-2.2477e-6,-4.0671,0.0022616,28419,4377.3,26.956,0.11316,275.62,196.56,5.188,1.0556,63505460,4582.4,502.84,0.43534,0.43536,0.19796,0.11844,0.11894,0.021311,0.11105,-3.272e-4,0,0,0,0,-3.2707e-4,0.045448,15.24,182.41,77.612,0.0093773,NaN,30.24,809.69,349.62,0.05,0.16532
2.9325,517.59,367.12,128.87,375.06,132.9,99.019,0.010011,99.019,0.0057927,76.755,32.473,33,-107,9.7898,0.19891,-2.3715e-6,-0.64509,0.0022998,28298,4255.7,26.838,0.11301,275.61,196.16,5.2131,1.0751,64591252,4558.9,528.57,0.44206,0.44212,0.19739,0.1279,0.11678,0.040345,0.20994,3.7973e-4,0,0,0,0,-7.9371e-6,0.046277,15.24,182.41,77.488,0.01092,NaN,30.066,808.01,349.52,0.048984,0.16612
2.9815,535.73,373.44,128.18,381.57,131.95,102.82,0.010649,102.82,0.0059342,78.331,31.314,33,-107,9.7897,0.097409,8.3488e-7,2.6689,0.0010995,28181,4138.5,26.723,0.11287,276.3,195.78,5.2834,1.0941,65645856,4535.4,548.19,0.44364,0.44365,0.19688,0.13201,0.11475,0.019735,0.10461,-3.4328e-4,0,0,0,0,1.3125e-4,0.047083,15.24,182.41,77.546,0.010557,NaN,29.893,806.34,349.41,0.05,0.16691
3.0315,554.56,379.87,127.89,388.17,131.13,106.77,0.011336,106.77,0.0060829,79.846,29.01,33,-107,9.7897,0.10321,1.3821e-6,-2.599,0.0033576,28064,4021.6,26.608,0.11273,276.44,195.4,5.3181,1.1135,66716760,4511.6,562.67,0.44059,0.4406,0.196,0.13184,0.11275,0.02095,0.11176,-4.6747e-4,0,0,0,0,-1.2025e-4,0.047899,15.24,182.41,77.695,0.0090524,NaN,29.714,804.6,349.31,0.05,0.16775
3.0815,573.71,386.29,127.44,394.74,130.53,110.8,0.012047,110.8,0.0062295,81.271,28.25,33,-107,9.7896,0.15538,-1.0339e-6,0.93523,0.0038663,27946,3903.5,26.491,0.11259,276.28,195,5.3333,1.1327,6.777e7,4487.9,572.14,0.4339,0.43393,0.19496,0.1281,0.11084,0.031604,0.16867,-2.7261e-4,0,0,0,0,1.5056e-5,0.048711,15.24,182.41,77.74,0.007849,NaN,29.531,802.84,349.19,0.05,0.16854
3.1315,593.19,392.67,126.71,401.29,130.09,114.9,0.012776,114.9,0.0063709,82.718,29.493,33,-107,9.7895,0.041704,-3.4199e-6,3.3941,0.018821,27828,3785.4,26.373,0.11245,276.69,194.61,5.386,1.1518,68813361,4464.1,577.53,0.42456,0.42456,0.19392,0.12164,0.109,0.008417,0.045517,1.8762e-5,0,0,0,0,1.9189e-4,0.04952,15.24,182.41,77.62,0.0084668,NaN,29.346,801.04,349.08,0.05,0.16933
3.1815,612.98,399.02,125.98,407.81,129.78,119.07,0.013527,119.07,0.006509,84.244,31.174,33,-107,9.7895,0.097284,-2.4511e-6,-2.5768,0.0051273,27709,3667.4,26.254,0.1123,276.28,194.21,5.3852,1.1709,69855398,4440.3,579.78,0.41333,0.41335,0.1929,0.11322,0.10722,0.019594,0.1052,-4.6854e-4,0,0,0,0,-1.071e-4,0.050327,15.24,182.41,77.458,0.01001,NaN,29.157,799.26,348.97,0.05,0.17012
3.2315,633.09,405.34,125.65,414.32,129.53,123.33,0.01431,123.33,0.0066482,85.825,31.458,33,-107,9.7894,0.1159,-3.3969e-6,0.51192,0.0069302,27591,3549.3,26.134,0.11216,275.9,193.81,5.3864,1.19,70893622,4416.6,579.65,0.40099,0.40101,0.19188,0.10362,0.1055,0.023205,0.12527,3.9354e-4,0,0,0,0,4.0951e-6,0.051133,15.24,182.41,77.406,0.0115,NaN,28.965,797.48,348.85,0.05,0.17091
3.2815,653.51,411.65,125.72,420.82,129.29,127.66,0.015131,127.66,0.0067911,87.375,30.178,33,-107,9.7893,0.01398,-2.8823e-6,2.304,-0.0042285,27473,3431.2,26.013,0.11202,275.88,193.4,5.412,1.2091,71923816,4392.8,578.1,0.38833,0.38833,0.19086,0.093623,0.10384,0.0027598,0.014491,4.4944e-4,0,0,0,0,8.0412e-5,0.051937,15.24,182.41,77.488,0.010715,NaN,28.771,795.67,348.73,0.05,0.17168
3.3315,674.25,417.97,125.86,427.31,129.07,132.06,0.015982,132.06,0.0069339,88.85,28.608,33,-107,9.7893,0.10796,-1.1062e-6,-0.96983,-3.8691e-4,27355,3313.1,25.892,0.11188,274.92,192.99,5.3755,1.2282,72953539,4369.1,576.29,0.37602,0.37603,0.18986,0.083941,0.10222,0.021164,0.11421,-2.8319e-5,0,0,0,0,-1.3817e-5,0.052739,15.24,182.41,77.581,0.0084509,NaN,28.573,793.83,348.61,0.05,0.17247
3.3815,695.31,424.29,125.55,433.79,128.84,136.54,0.01685,136.54,0.0070706,90.284,28.921,33,-107,9.7892,0.079909,-2.1613e-6,2.115,-9.1635e-4,27237,3195,25.769,0.11174,274.32,192.58,5.3631,1.2472,73972705,4345.3,575.39,0.36494,0.36495,0.18886,0.075417,0.10066,0.015428,0.082788,-4.3745e-4,0,0,0,0,6.3766e-5,0.05354,15.24,182.41,77.548,0.0093748,NaN,28.372,791.97,348.49,0.05,0.17325
3.4315,716.68,430.58,124.84,440.26,128.54,141.09,0.01774,141.09,0.0072039,91.78,30.619,33,-107,9.7892,0.053697,-1.4428e-6,-2.4451,0.002698,27119,3076.9,25.645,0.1116,273.57,192.17,5.3412,1.2661,7.498e7,4321.5,576.77,0.35583,0.35583,0.18788,0.068793,0.09916,0.010188,0.054903,-3.1277e-4,0,0,0,0,-8.2754e-5,0.054339,15.24,182.41,77.419,0.011253,NaN,28.168,790.08,348.37,0.05,0.17434
3.4815,738.37,436.84,124.2,446.7,128.09,145.72,0.018665,145.72,0.007339,93.343,31.323,33,-107,9.7891,0.11197,-2.7579e-6,0.20912,0.0038816,27001,2958.8,25.521,0.11145,272.32,191.75,5.287,1.285,75978831,4297.8,581.88,0.34937,0.34938,0.1869,0.064766,0.097704,0.020924,0.11048,-4.7029e-4,0,0,0,0,5.8813e-7,0.055137,15.24,182.41,77.359,0.012781,NaN,27.962,788.15,348.24,0.05,0.17559
3.5315,760.37,443.07,123.87,453.12,127.42,150.43,0.019635,150.43,0.0074787,94.888,29.889,33,-107,9.789,0.012309,0,2.2772,0.025869,26883,2840.7,25.395,0.11131,271.57,191.32,5.2655,1.3039,76976233,4274,591.54,0.34581,0.34581,0.18593,0.063596,0.096285,0.0022413,0.012039,1.1294e-4,0,0,0,0,6.7778e-5,0.055931,15.24,182.41,77.433,0.012361,NaN,27.752,786.21,348.12,0.05,0.1764
3.5815,782.67,449.29,123.46,459.5,126.66,155.21,0.020644,155.21,0.007621,96.343,28.312,33,-107,9.789,0.093477,1.8309e-6,-0.84259,0.0058295,26765,2722.6,25.269,0.11117,269.92,190.89,5.1853,1.3228,77964408,4250.2,603.8,0.34385,0.34385,0.18497,0.063969,0.094911,0.016715,0.086598,-1.2535e-4,0,0,0,0,-9.0231e-6,0.05672,15.24,182.41,77.522,0.010126,NaN,27.539,784.23,347.99,0.05,0.17723
3.6315,805.29,455.47,122.2,465.85,125.47,160.06,0.021675,160.06,0.0077589,97.763,28.425,33,-107,9.7889,0.065922,2.9754e-6,1.7107,0.014836,26647,2604.5,25.142,0.11103,268.58,190.46,5.1255,1.3415,78937462,4214.3,615.95,0.34193,0.34194,0.18402,0.064329,0.093587,0.011487,0.058495,1.4006e-4,0,0,0,0,3.6193e-5,0.057505,15.24,182.41,77.495,0.0088118,NaN,27.324,782.22,347.86,0.05,0.17803
3.6815,828.22,461.59,117.66,472.13,121.14,164.98,0.022721,164.98,0.0078906,99.223,28.853,33,-107,9.7888,0.032521,4.2642e-6,-2.124,0.018633,26534,2491.8,25.019,0.11089,267.12,190.05,5.0574,1.3601,79896559,4095.8,628,0.34007,0.34007,0.18308,0.064676,0.09231,0.0055112,0.028012,1.8323e-4,0,0,0,0,-5.4321e-5,0.058282,15.24,182.41,77.389,0.011844,NaN,27.105,780.19,347.72,0.05,0.17883
3.7315,851.45,467.48,112.63,478.2,116.15,169.98,0.023802,169.98,0.0080231,100.69,28.398,33,-107,9.7887,0.075456,5.084e-6,-0.40437,0.0045693,26433,2390.9,24.909,0.11077,265.28,189.67,4.9608,1.3781,80816883,3961.9,639.66,0.33829,0.33829,0.18218,0.065003,0.091103,0.012488,0.061827,-1.8188e-4,0,0,0,0,-1.9192e-6,0.059033,15.24,182.41,77.322,0.015018,NaN,26.884,778.14,347.59,0.05,0.17964
3.7815,874.96,473.12,107.82,484.01,111.08,175.05,0.02494,175.05,0.0081631,102.1,26.718,33,-107,9.7887,0.030477,4.7201e-6,1.1423,0.027983,26338,2296,24.804,0.11066,263.75,189.32,4.8838,1.3954,8.169e7,3828,650.77,0.33661,0.33661,0.18132,0.065309,0.089975,0.0048993,0.023445,-2.891e-4,0,0,0,0,1.4949e-5,0.059752,15.24,182.41,77.346,0.015945,NaN,26.66,776.05,347.45,0.05,0.18043
3.8315,898.75,478.52,103.08,489.57,106,180.19,0.026137,180.19,0.0083108,103.41,24.696,33,-107,9.7886,0.038541,5.1176e-6,-0.96652,0.021749,26243,2201.2,24.699,0.11054,262,188.96,4.7925,1.4119,82513966,3694.1,661.34,0.33502,0.33502,0.18051,0.065594,0.08892,0.0060423,0.029066,-1.4496e-4,0,0,0,0,-1.0461e-5,0.06044,15.24,182.41,77.406,0.014498,NaN,26.433,773.94,347.32,0.05,0.18136
3.8815,922.81,483.69,98.189,494.88,100.91,185.39,0.027377,185.39,0.008461,104.64,23.264,33,-107,9.7885,0.064252,6.1756e-6,0.48828,0.025717,26148,2106.4,24.593,0.11043,260.2,188.6,4.6981,1.4278,83293445,3560.2,671.4,0.33352,0.33353,0.17973,0.065861,0.087931,0.0098456,0.046171,-9.9707e-5,0,0,0,0,2.613e-6,0.061096,15.24,182.41,77.42,0.010091,NaN,26.204,771.81,347.18,0.05,0.18225
3.9315,947.11,488.6,93.092,499.93,95.813,190.65,0.028629,190.65,0.0086039,105.81,22.672,33,-107,9.7884,0.02854,6.4867e-6,1.7492,0.04776,26054,2011.5,24.487,0.11032,258.7,188.24,4.6235,1.4431,8.403e7,3426.3,680.95,0.33211,0.33211,0.17899,0.06611,0.087003,0.0042623,0.019384,2.7728e-4,0,0,0,0,3.2854e-5,0.061721,15.24,182.41,77.359,0.0087985,NaN,25.972,769.66,347.04,0.05,0.18309
3.9815,971.66,493.26,87.856,504.72,90.724,195.97,0.029889,195.97,0.0087387,106.98,22.628,33,-107,9.7884,0.051898,6.8336e-6,-1.5211,0.025193,25959,1916.7,24.379,0.1102,257.07,187.87,4.5406,1.4575,84713384,3292.4,689.87,0.33078,0.33079,0.1783,0.066341,0.086144,0.0076004,0.035031,3.0897e-4,0,0,0,0,-2.4377e-5,0.062315,15.24,182.41,77.27,0.013262,NaN,25.738,767.48,346.9,0.05,0.18391
4.0315,996.43,497.65,82.804,509.26,85.598,201.35,0.031186,201.35,0.0088743,108.12,21.691,33,-107,9.7883,0.064098,8.1511e-6,0.18989,0.015316,25864,1821.9,24.271,0.11009,255.61,187.51,4.4689,1.4712,85352577,3158.5,698.25,0.32954,0.32954,0.17764,0.066556,0.08534,0.0092173,0.041359,-2.4976e-4,0,0,0,0,3.7316e-7,0.062877,15.24,182.41,77.236,0.017975,NaN,25.502,765.29,346.75,0.05,0.18482
4.0815,1021.4,501.81,77.982,513.55,80.421,206.78,0.032548,206.78,0.0090185,109.19,19.658,33,-107,9.7882,0.0090635,1.0403e-5,-0.93746,0.10093,25769,1727.1,24.163,0.10998,254.55,187.14,4.4237,1.4843,85951678,3024.6,706.14,0.32837,0.32837,0.17702,0.066757,0.084586,0.0012762,0.0053944,4.4729e-4,0,0,0,0,-8.9423e-6,0.063408,15.24,182.41,77.272,0.017906,NaN,25.264,763.08,346.61,0.05,0.18577
4.1315,1046.6,505.72,73.216,517.57,75.325,212.26,0.033971,212.26,0.0091697,110.15,17.7,33,-107,9.7881,0.078399,1.298e-5,0.1934,0.0228,25674,1632.2,24.053,0.10986,253.18,186.76,4.3583,1.4967,86508721,2893,713.53,0.32726,0.32727,0.17644,0.066944,0.083882,0.010938,0.047217,5.8604e-5,0,0,0,0,3.7459e-7,0.063906,15.24,182.41,77.297,0.013505,NaN,25.023,760.84,346.46,0.05,0.18663
4.1815,1072,509.38,70.411,521.34,72.57,217.79,0.03542,217.79,0.0093181,111.04,17.57,33,-107,9.7881,0.043878,1.2536e-5,1.9492,0.053007,25582,1540,23.946,0.10975,252.46,186.4,4.3346,1.5084,87013282,2821.2,720.24,0.32625,0.32625,0.1759,0.067116,0.083236,0.0060379,0.026094,2.6912e-5,0,0,0,0,3.7499e-5,0.064372,15.24,182.41,77.239,0.0096965,NaN,24.782,758.6,346.32,0.05,0.18749
4.2315,1097.5,512.9,68.43,524.98,70.82,223.37,0.036873,223.37,0.0094582,111.95,18.24,33,-107,9.788,0.035439,1.2577e-5,-1.9707,0.060998,25501,1458.9,23.852,0.10965,251.68,186.07,4.3048,1.5196,87490530,2775.5,726.62,0.32528,0.32528,0.17538,0.067278,0.082621,0.0048232,0.021155,2.4717e-4,0,0,0,0,-3.7798e-5,0.064822,15.24,182.41,77.134,0.010152,NaN,24.538,756.33,346.17,0.05,0.18834
